Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)
A0A7K7PKN8	unreviewed	A0A7K7PKN8_ACRAR	Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)	Sephs1_0 ACRARU_R02124	Acrocephalus arundinaceus (Great reed-warbler)	393	ACRARU_R02124
A0A7K7PKP4	unreviewed	A0A7K7PKP4_ACRAR	Sodium-dependent phosphate transport protein 2A (Na(+)-dependent phosphate cotransporter 2A) (Sodium/phosphate cotransporter 2A) (Solute carrier family 34 member 1)	Slc34a1 ACRARU_R10370	Acrocephalus arundinaceus (Great reed-warbler)	674	ACRARU_R10370
A0A7K7PKQ0	unreviewed	A0A7K7PKQ0_ACRAR	Eyes absent homolog (EC 3.1.3.48)	Eya4 ACRARU_R08496	Acrocephalus arundinaceus (Great reed-warbler)	617	ACRARU_R08496
A0A7K7PKQ1	unreviewed	A0A7K7PKQ1_ACRAR	HG2A protein	Cd74 ACRARU_R00243	Acrocephalus arundinaceus (Great reed-warbler)	221	ACRARU_R00243
A0A7K7PKT1	unreviewed	A0A7K7PKT1_ACRAR	Fibroblast growth factor receptor 4 (EC 2.7.10.1)	Fgfr4 ACRARU_R10309	Acrocephalus arundinaceus (Great reed-warbler)	776	ACRARU_R10309
A0A7K7PKT4	unreviewed	A0A7K7PKT4_ACRAR	Trimethyllysine dioxygenase, mitochondrial (EC 1.14.11.8) (Epsilon-trimethyllysine 2-oxoglutarate dioxygenase) (TML hydroxylase) (TML-alpha-ketoglutarate dioxygenase)	Tmlhe ACRARU_R07922	Acrocephalus arundinaceus (Great reed-warbler)	418	ACRARU_R07922
A0A7K7PKT9	unreviewed	A0A7K7PKT9_ACRAR	Lysophosphatidylserine lipase ABHD12 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (Monoacylglycerol lipase ABHD12) (Oxidized phosphatidylserine lipase ABHD12)	Abhd12_0 ACRARU_R02216	Acrocephalus arundinaceus (Great reed-warbler)	374	ACRARU_R02216
A0A7K7PKU6	unreviewed	A0A7K7PKU6_ACRAR	[heparan sulfate]-glucosamine N-sulfotransferase (EC 2.8.2.8)	Ndst4 ACRARU_R08002	Acrocephalus arundinaceus (Great reed-warbler)	874	ACRARU_R08002
A0A7K7PKW1	unreviewed	A0A7K7PKW1_ACRAR	Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein) (Fatty acid-binding protein, epidermal)	Fabp5 ACRARU_R12288	Acrocephalus arundinaceus (Great reed-warbler)	134	ACRARU_R12288
A0A7K7PKW5	unreviewed	A0A7K7PKW5_ACRAR	Dehydrogenase/reductase SDR family member 6 (EC 1.1.1.104) (EC 1.1.1.30) ((R)-beta-hydroxybutyrate dehydrogenase) (3-hydroxybutyrate dehydrogenase type 2) (4-oxo-L-proline reductase) (Oxidoreductase UCPA) (Short chain dehydrogenase/reductase family 15C member 1)	Bdh2 ACRARU_R03653	Acrocephalus arundinaceus (Great reed-warbler)	247	ACRARU_R03653
A0A7K7PKW9	unreviewed	A0A7K7PKW9_ACRAR	P2X purinoceptor	P2rx5 ACRARU_R11716	Acrocephalus arundinaceus (Great reed-warbler)	378	ACRARU_R11716
A0A7K7PL18	unreviewed	A0A7K7PL18_ACRAR	Cation-transporting ATPase (EC 7.2.2.-)	Atp13a2 ACRARU_R06448	Acrocephalus arundinaceus (Great reed-warbler)	951	ACRARU_R06448
A0A7K7PL27	unreviewed	A0A7K7PL27_ACRAR	Chloride channel protein	Clcn5 ACRARU_R10238	Acrocephalus arundinaceus (Great reed-warbler)	805	ACRARU_R10238
A0A7K7PL37	unreviewed	A0A7K7PL37_ACRAR	5,6-dihydroxyindole-2-carboxylic acid oxidase (Tyrosinase-related protein 1)	Tyrp1 ACRARU_R09677	Acrocephalus arundinaceus (Great reed-warbler)	536	ACRARU_R09677
A0A7K7PLA8	unreviewed	A0A7K7PLA8_ACRAR	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1)	Sdhb ACRARU_R06450	Acrocephalus arundinaceus (Great reed-warbler)	189	ACRARU_R06450
A0A7K7PLC5	unreviewed	A0A7K7PLC5_ACRAR	superoxide dismutase (EC 1.15.1.1) (Nitrite reductase CYGB) (Pseudoperoxidase CYGB) (Superoxide dismutase CYGB)	Cygb1 ACRARU_R02516	Acrocephalus arundinaceus (Great reed-warbler)	154	ACRARU_R02516
A0A7K7PLC6	unreviewed	A0A7K7PLC6_ACRAR	Polycystin-2	Pkd2 ACRARU_R09166	Acrocephalus arundinaceus (Great reed-warbler)	268	ACRARU_R09166
A0A7K7PLD7	unreviewed	A0A7K7PLD7_ACRAR	Tyrosine-protein kinase (EC 2.7.10.2)	Jak1 ACRARU_R14571	Acrocephalus arundinaceus (Great reed-warbler)	698	ACRARU_R14571
A0A7K7PLF8	unreviewed	A0A7K7PLF8_ACRAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Mark1 ACRARU_R08045	Acrocephalus arundinaceus (Great reed-warbler)	776	ACRARU_R08045
A0A7K7PLG4	unreviewed	A0A7K7PLG4_ACRAR	Natural resistance-associated macrophage protein 1 (Solute carrier family 11 member 1)	Slc11a1 ACRARU_R00063	Acrocephalus arundinaceus (Great reed-warbler)	518	ACRARU_R00063
A0A7K7PLG8	unreviewed	A0A7K7PLG8_ACRAR	Unconventional myosin-Id	Myo1d ACRARU_R08233	Acrocephalus arundinaceus (Great reed-warbler)	995	ACRARU_R08233
A0A7K7PLH9	unreviewed	A0A7K7PLH9_ACRAR	Vesicle-trafficking protein SEC22b (SEC22 vesicle-trafficking protein homolog B)	Sec22b ACRARU_R03574	Acrocephalus arundinaceus (Great reed-warbler)	215	ACRARU_R03574
A0A7K7PLI9	unreviewed	A0A7K7PLI9_ACRAR	Fibroblast growth factor (FGF)	Fgf8 ACRARU_R00601	Acrocephalus arundinaceus (Great reed-warbler)	200	ACRARU_R00601
A0A7K7PLK5	unreviewed	A0A7K7PLK5_ACRAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Wnk2 ACRARU_R02573	Acrocephalus arundinaceus (Great reed-warbler)	1810	ACRARU_R02573
A0A7K7PLL7	unreviewed	A0A7K7PLL7_ACRAR	Transporter	Slc6a6 ACRARU_R03640	Acrocephalus arundinaceus (Great reed-warbler)	634	ACRARU_R03640
A0A7K7PLM3	unreviewed	A0A7K7PLM3_ACRAR	Tyrosine-protein kinase (EC 2.7.10.2)	Yes1 ACRARU_R13383	Acrocephalus arundinaceus (Great reed-warbler)	541	ACRARU_R13383
A0A7K7PLN9	unreviewed	A0A7K7PLN9_ACRAR	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	Hmgcs2 ACRARU_R03573	Acrocephalus arundinaceus (Great reed-warbler)	507	ACRARU_R03573
A0A7K7PLP3	unreviewed	A0A7K7PLP3_ACRAR	EXOSX protein	Exosc10 ACRARU_R12463	Acrocephalus arundinaceus (Great reed-warbler)	846	ACRARU_R12463
A0A7K7PLP4	unreviewed	A0A7K7PLP4_ACRAR	UbiA prenyltransferase domain-containing protein 1 (EC 2.5.1.39)	Ubiad1 ACRARU_R08455	Acrocephalus arundinaceus (Great reed-warbler)	336	ACRARU_R08455
A0A7K7PLP5	unreviewed	A0A7K7PLP5_ACRAR	Nucleoside diphosphate kinase (EC 2.7.4.6)	Nme3 ACRARU_R01643	Acrocephalus arundinaceus (Great reed-warbler)	168	ACRARU_R01643
A0A7K7PLT4	unreviewed	A0A7K7PLT4_ACRAR	Osteocalcin	Bglap ACRARU_R10209	Acrocephalus arundinaceus (Great reed-warbler)	66	ACRARU_R10209
A0A7K7PLV5	unreviewed	A0A7K7PLV5_ACRAR	mitogen-activated protein kinase kinase kinase (EC 2.7.11.25)	Map3k13 ACRARU_R10839	Acrocephalus arundinaceus (Great reed-warbler)	950	ACRARU_R10839
A0A7K7PLW0	unreviewed	A0A7K7PLW0_ACRAR	Presenilin (EC 3.4.23.-)	Psen1 ACRARU_R00792	Acrocephalus arundinaceus (Great reed-warbler)	120	ACRARU_R00792
A0A7K7PM95	unreviewed	A0A7K7PM95_ACRAR	Ras-related protein Rab-4	Rab4a ACRARU_R05487	Acrocephalus arundinaceus (Great reed-warbler)	218	ACRARU_R05487
A0A7K7PMA0	unreviewed	A0A7K7PMA0_ACRAR	Histone acetyltransferase (EC 2.3.1.48)	Kat6a ACRARU_R06290	Acrocephalus arundinaceus (Great reed-warbler)	2012	ACRARU_R06290
A0A7K7PMB5	unreviewed	A0A7K7PMB5_ACRAR	SYT11 protein	Syt11 ACRARU_R13296	Acrocephalus arundinaceus (Great reed-warbler)	416	ACRARU_R13296
A0A7K7PME4	unreviewed	A0A7K7PME4_ACRAR	Lysine-specific demethylase (EC 1.14.11.65)	Kdm3b ACRARU_R07826	Acrocephalus arundinaceus (Great reed-warbler)	1744	ACRARU_R07826
A0A7K7PME5	unreviewed	A0A7K7PME5_ACRAR	DNA polymerase (EC 2.7.7.7)	Polb ACRARU_R06292	Acrocephalus arundinaceus (Great reed-warbler)	335	ACRARU_R06292
A0A7K7PMF1	unreviewed	A0A7K7PMF1_ACRAR	DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1)	Top1 ACRARU_R03748	Acrocephalus arundinaceus (Great reed-warbler)	653	ACRARU_R03748
A0A7K7PMG4	unreviewed	A0A7K7PMG4_ACRAR	E3 ubiquitin-protein ligase MARCHF3 (EC 2.3.2.27) (Membrane-associated RING finger protein 3) (Membrane-associated RING-CH protein III) (RING-type E3 ubiquitin transferase MARCHF3)	March3_1 ACRARU_R13673	Acrocephalus arundinaceus (Great reed-warbler)	132	ACRARU_R13673
A0A7K7PMH7	unreviewed	A0A7K7PMH7_ACRAR	5-hydroxytryptamine receptor 4 (Serotonin receptor 4)	Htr4_0 ACRARU_R07753	Acrocephalus arundinaceus (Great reed-warbler)	195	ACRARU_R07753
A0A7K7PMI0	unreviewed	A0A7K7PMI0_ACRAR	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (Parathyroid hormone 1 receptor)	Pth1r ACRARU_R05190	Acrocephalus arundinaceus (Great reed-warbler)	532	ACRARU_R05190
A0A7K7PMI6	unreviewed	A0A7K7PMI6_ACRAR	receptor protein-tyrosine kinase (EC 2.7.10.1)	Mst1r ACRARU_R13716	Acrocephalus arundinaceus (Great reed-warbler)	1445	ACRARU_R13716
A0A7K7PMJ2	unreviewed	A0A7K7PMJ2_ACRAR	protein-tyrosine-phosphatase (EC 3.1.3.48)	Cdc14b ACRARU_R03990	Acrocephalus arundinaceus (Great reed-warbler)	433	ACRARU_R03990
A0A7K7PMJ5	unreviewed	A0A7K7PMJ5_ACRAR	Coatomer subunit beta' (Beta'-coat protein)	Copb2 ACRARU_R01100	Acrocephalus arundinaceus (Great reed-warbler)	882	ACRARU_R01100
A0A7K7PMQ3	unreviewed	A0A7K7PMQ3_ACRAR	DNA replication licensing factor MCM4 (EC 3.6.4.12)	Mcm4 ACRARU_R09665	Acrocephalus arundinaceus (Great reed-warbler)	861	ACRARU_R09665
A0A7K7PMR8	unreviewed	A0A7K7PMR8_ACRAR	Phosphatidylserine synthase (EC 2.7.8.29) (Serine-exchange enzyme)	Ptdss1_0 ACRARU_R01382	Acrocephalus arundinaceus (Great reed-warbler)	474	ACRARU_R01382
A0A7K7PMS0	unreviewed	A0A7K7PMS0_ACRAR	Integrin beta	Itgb3 ACRARU_R13333	Acrocephalus arundinaceus (Great reed-warbler)	769	ACRARU_R13333
A0A7K7PMS6	unreviewed	A0A7K7PMS6_ACRAR	protein-tyrosine-phosphatase (EC 3.1.3.48)	Ptpn22 ACRARU_R01897	Acrocephalus arundinaceus (Great reed-warbler)	283	ACRARU_R01897
A0A7K7PMU9	unreviewed	A0A7K7PMU9_ACRAR	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	Acmsd ACRARU_R10946	Acrocephalus arundinaceus (Great reed-warbler)	123	ACRARU_R10946
A0A7K7PMV3	unreviewed	A0A7K7PMV3_ACRAR	Guanine nucleotide-binding protein G(s) subunit alpha (Adenylate cyclase-stimulating G alpha protein)	Gnas ACRARU_R13321	Acrocephalus arundinaceus (Great reed-warbler)	351	ACRARU_R13321
A0A7K7PMZ1	unreviewed	A0A7K7PMZ1_ACRAR	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor)	Fas ACRARU_R12057	Acrocephalus arundinaceus (Great reed-warbler)	265	ACRARU_R12057
A0A7K7PMZ8	unreviewed	A0A7K7PMZ8_ACRAR	ATP-dependent DNA helicase (EC 5.6.2.4)	Recql ACRARU_R05820	Acrocephalus arundinaceus (Great reed-warbler)	661	ACRARU_R05820
A0A7K7PN07	unreviewed	A0A7K7PN07_ACRAR	Rhodopsin	Pra1 ACRARU_R04918	Acrocephalus arundinaceus (Great reed-warbler)	355	ACRARU_R04918
A0A7K7PN28	unreviewed	A0A7K7PN28_ACRAR	Inositol 1,4,5-trisphosphate receptor	Itpr3 ACRARU_R04917	Acrocephalus arundinaceus (Great reed-warbler)	2674	ACRARU_R04917
A0A7K7PN63	unreviewed	A0A7K7PN63_ACRAR	GLRA2 protein	Glra2 ACRARU_R00871	Acrocephalus arundinaceus (Great reed-warbler)	433	ACRARU_R00871
A0A7K7PN66	unreviewed	A0A7K7PN66_ACRAR	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	Dgkd_0 ACRARU_R13311	Acrocephalus arundinaceus (Great reed-warbler)	1187	ACRARU_R13311
A0A7K7PN67	unreviewed	A0A7K7PN67_ACRAR	E3 ubiquitin-protein ligase makorin-2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase makorin-2)	Mkrn2 ACRARU_R03781	Acrocephalus arundinaceus (Great reed-warbler)	415	ACRARU_R03781
A0A7K7PN70	unreviewed	A0A7K7PN70_ACRAR	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)	Smad2 ACRARU_R07948	Acrocephalus arundinaceus (Great reed-warbler)	467	ACRARU_R07948
A0A7K7PN81	unreviewed	A0A7K7PN81_ACRAR	Guanylate cyclase (EC 4.6.1.2)	Gucy2c ACRARU_R02515	Acrocephalus arundinaceus (Great reed-warbler)	1077	ACRARU_R02515
A0A7K7PN96	unreviewed	A0A7K7PN96_ACRAR	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	Dgkd_1 ACRARU_R12021	Acrocephalus arundinaceus (Great reed-warbler)	1215	ACRARU_R12021
A0A7K7PNB8	unreviewed	A0A7K7PNB8_ACRAR	[histone H3]-trimethyl-L-lysine(4) demethylase (EC 1.14.11.67)	Kdm5b ACRARU_R10432	Acrocephalus arundinaceus (Great reed-warbler)	1484	ACRARU_R10432
A0A7K7PNE3	unreviewed	A0A7K7PNE3_ACRAR	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV)	Proc ACRARU_R12022	Acrocephalus arundinaceus (Great reed-warbler)	403	ACRARU_R12022
A0A7K7PNF1	unreviewed	A0A7K7PNF1_ACRAR	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	Ctps1 ACRARU_R09880	Acrocephalus arundinaceus (Great reed-warbler)	591	ACRARU_R09880
A0A7K7PNG1	unreviewed	A0A7K7PNG1_ACRAR	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	Lfng ACRARU_R08127	Acrocephalus arundinaceus (Great reed-warbler)	274	ACRARU_R08127
A0A7K7PNG6	unreviewed	A0A7K7PNG6_ACRAR	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Raf-1)	Raf1 ACRARU_R04905	Acrocephalus arundinaceus (Great reed-warbler)	647	ACRARU_R04905
A0A7K7PNI7	unreviewed	A0A7K7PNI7_ACRAR	Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1)	Snrpd1 ACRARU_R09294	Acrocephalus arundinaceus (Great reed-warbler)	94	ACRARU_R09294
A0A7K7PNI8	unreviewed	A0A7K7PNI8_ACRAR	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)	Smad9 ACRARU_R03613	Acrocephalus arundinaceus (Great reed-warbler)	476	ACRARU_R03613
A0A7K7PNK6	unreviewed	A0A7K7PNK6_ACRAR	Tyrosine-protein kinase receptor (EC 2.7.10.1)	Insr ACRARU_R05004	Acrocephalus arundinaceus (Great reed-warbler)	284	ACRARU_R05004
A0A7K7PNP6	unreviewed	A0A7K7PNP6_ACRAR	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase)	Dot1l ACRARU_R07035	Acrocephalus arundinaceus (Great reed-warbler)	1697	ACRARU_R07035
A0A7K7PNS3	unreviewed	A0A7K7PNS3_ACRAR	CD40 ligand (Tumor necrosis factor ligand superfamily member 5)	Cd40lg ACRARU_R03598	Acrocephalus arundinaceus (Great reed-warbler)	277	ACRARU_R03598
A0A7K7PNT3	unreviewed	A0A7K7PNT3_ACRAR	Zinc transporter ZIP9 (ZIP-9) (Solute carrier family 39 member 9) (Zrt- and Irt-like protein 9)	Slc39a9 ACRARU_R14072	Acrocephalus arundinaceus (Great reed-warbler)	305	ACRARU_R14072
A0A7K7PNV2	unreviewed	A0A7K7PNV2_ACRAR	SYT4 protein	Syt4 ACRARU_R06862	Acrocephalus arundinaceus (Great reed-warbler)	414	ACRARU_R06862
A0A7K7PNW2	unreviewed	A0A7K7PNW2_ACRAR	Copper transport protein	Slc31a1 ACRARU_R02114	Acrocephalus arundinaceus (Great reed-warbler)	192	ACRARU_R02114
A0A7K7PNX6	unreviewed	A0A7K7PNX6_ACRAR	Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Degenerative spermatocyte homolog 1) (Dihydroceramide desaturase-1) (Retinol isomerase)	Degs1 ACRARU_R10982	Acrocephalus arundinaceus (Great reed-warbler)	323	ACRARU_R10982
A0A7K7PP15	unreviewed	A0A7K7PP15_ACRAR	Palmitoyl-protein thioesterase ABHD10, mitochondrial (EC 3.1.1.93) (EC 3.1.2.22) (Acyl-protein thioesterase ABHD10) (Alpha/beta hydrolase domain-containing protein 10) (Mycophenolic acid acyl-glucuronide esterase, mitochondrial)	Abhd10 ACRARU_R02010	Acrocephalus arundinaceus (Great reed-warbler)	260	ACRARU_R02010
A0A7K7PP52	unreviewed	A0A7K7PP52_ACRAR	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II)	Hk2 ACRARU_R02035	Acrocephalus arundinaceus (Great reed-warbler)	898	ACRARU_R02035
A0A7K7PP60	unreviewed	A0A7K7PP60_ACRAR	Flavin-containing monooxygenase 1 (Dimethylaniline monooxygenase [N-oxide-forming] 1) (Dimethylaniline oxidase 1) (Trimethylamine monooxygenase)	Fmo4 ACRARU_R03532	Acrocephalus arundinaceus (Great reed-warbler)	546	ACRARU_R03532
A0A7K7PP64	unreviewed	A0A7K7PP64_ACRAR	Myocilin	Myoc ACRARU_R10010	Acrocephalus arundinaceus (Great reed-warbler)	485	ACRARU_R10010
A0A7K7PP74	unreviewed	A0A7K7PP74_ACRAR	Fibroblast growth factor (FGF)	Fgf13_0 ACRARU_R01441	Acrocephalus arundinaceus (Great reed-warbler)	139	ACRARU_R01441
A0A7K7PP81	unreviewed	A0A7K7PP81_ACRAR	Apolipoprotein A-IV (Apolipoprotein A4)	Apoa4 ACRARU_R01826	Acrocephalus arundinaceus (Great reed-warbler)	353	ACRARU_R01826
A0A7K7PP83	unreviewed	A0A7K7PP83_ACRAR	Apolipoprotein A-V (Apolipoprotein A5)	Apoa5 ACRARU_R01827	Acrocephalus arundinaceus (Great reed-warbler)	380	ACRARU_R01827
A0A7K7PP90	unreviewed	A0A7K7PP90_ACRAR	Phosphatidylinositol 3-kinase catalytic subunit type 3 (EC 2.7.1.137) (Phosphoinositide-3-kinase class 3)	Pik3c3 ACRARU_R08574	Acrocephalus arundinaceus (Great reed-warbler)	752	ACRARU_R08574
A0A7K7PP94	unreviewed	A0A7K7PP94_ACRAR	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	Trim71 ACRARU_R03840	Acrocephalus arundinaceus (Great reed-warbler)	585	ACRARU_R03840
A0A7K7PPA5	unreviewed	A0A7K7PPA5_ACRAR	Monocarboxylate transporter 1 (Solute carrier family 16 member 1)	Slc16a1 ACRARU_R04023	Acrocephalus arundinaceus (Great reed-warbler)	500	ACRARU_R04023
A0A7K7PPD9	unreviewed	A0A7K7PPD9_ACRAR	Flavin-containing monooxygenase 1 (EC 1.14.13.148) (EC 1.14.13.8) (Dimethylaniline monooxygenase [N-oxide-forming] 1) (Dimethylaniline oxidase 1) (Trimethylamine monooxygenase)	Fmo1 ACRARU_R03533	Acrocephalus arundinaceus (Great reed-warbler)	528	ACRARU_R03533
A0A7K7PPF7	unreviewed	A0A7K7PPF7_ACRAR	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Core 1 beta1,3-galactosyltransferase 1)	C1galt1 ACRARU_R14214	Acrocephalus arundinaceus (Great reed-warbler)	367	ACRARU_R14214
A0A7K7PPF9	unreviewed	A0A7K7PPF9_ACRAR	Telomerase-binding protein EST1A (EC 3.1.-.-)	Smg6 ACRARU_R12543	Acrocephalus arundinaceus (Great reed-warbler)	1420	ACRARU_R12543
A0A7K7PPH9	unreviewed	A0A7K7PPH9_ACRAR	DNA replication licensing factor MCM3 (EC 3.6.4.12)	Mcm3 ACRARU_R08065	Acrocephalus arundinaceus (Great reed-warbler)	813	ACRARU_R08065
A0A7K7PPI9	unreviewed	A0A7K7PPI9_ACRAR	Synaptotagmin	Syt2 ACRARU_R03989	Acrocephalus arundinaceus (Great reed-warbler)	417	ACRARU_R03989
A0A7K7PPK7	unreviewed	A0A7K7PPK7_ACRAR	DNA replication ATP-dependent helicase/nuclease (EC 3.1.-.-) (EC 3.6.4.12)	Dna2_0 ACRARU_R02186	Acrocephalus arundinaceus (Great reed-warbler)	169	ACRARU_R02186
A0A7K7PPM0	unreviewed	A0A7K7PPM0_ACRAR	GPN-loop GTPase (EC 3.6.5.-)	Gpn1 ACRARU_R09417	Acrocephalus arundinaceus (Great reed-warbler)	373	ACRARU_R09417
A0A7K7PPM8	unreviewed	A0A7K7PPM8_ACRAR	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase (EC 3.1.3.86)	Inpp5d ACRARU_R08089	Acrocephalus arundinaceus (Great reed-warbler)	1214	ACRARU_R08089
A0A7K7PPQ1	unreviewed	A0A7K7PPQ1_ACRAR	Ezrin (Cytovillin) (Villin-2) (p81)	Ezr ACRARU_R12395	Acrocephalus arundinaceus (Great reed-warbler)	582	ACRARU_R12395
A0A7K7PPS9	unreviewed	A0A7K7PPS9_ACRAR	Sterol regulatory element-binding protein 2 (Sterol regulatory element-binding transcription factor 2)	Srebf2 ACRARU_R12195	Acrocephalus arundinaceus (Great reed-warbler)	1085	ACRARU_R12195
A0A7K7PPT3	unreviewed	A0A7K7PPT3_ACRAR	NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein)	Snu13 ACRARU_R09513	Acrocephalus arundinaceus (Great reed-warbler)	127	ACRARU_R09513
A0A7K7PPV1	unreviewed	A0A7K7PPV1_ACRAR	ADP/ATP translocase (ADP,ATP carrier protein)	Slc25a4 ACRARU_R04006	Acrocephalus arundinaceus (Great reed-warbler)	298	ACRARU_R04006
A0A7K7PPV8	unreviewed	A0A7K7PPV8_ACRAR	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	Alas1 ACRARU_R07016	Acrocephalus arundinaceus (Great reed-warbler)	635	ACRARU_R07016
A0A7K7PPW3	unreviewed	A0A7K7PPW3_ACRAR	Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22)	Chp1 ACRARU_R01001	Acrocephalus arundinaceus (Great reed-warbler)	150	ACRARU_R01001
A0A7K7PPX2	unreviewed	A0A7K7PPX2_ACRAR	sphingomyelin phosphodiesterase (EC 3.1.4.12)	Smpd3 ACRARU_R12905	Acrocephalus arundinaceus (Great reed-warbler)	660	ACRARU_R12905
A0A7K7PPX8	unreviewed	A0A7K7PPX8_ACRAR	Voltage-dependent calcium channel gamma-3 subunit (Neuronal voltage-gated calcium channel gamma-3 subunit) (Transmembrane AMPAR regulatory protein gamma-3)	Cacng3 ACRARU_R13777	Acrocephalus arundinaceus (Great reed-warbler)	245	ACRARU_R13777
A0A7K7PQ01	unreviewed	A0A7K7PQ01_ACRAR	Serine/threonine-protein kinase 4 (EC 2.7.11.1)	Stk4 ACRARU_R08901	Acrocephalus arundinaceus (Great reed-warbler)	483	ACRARU_R08901
A0A7K7PQ29	unreviewed	A0A7K7PQ29_ACRAR	Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Hemin-sensitive initiation factor 2-alpha kinase)	Eif2ak1 ACRARU_R07851	Acrocephalus arundinaceus (Great reed-warbler)	640	ACRARU_R07851
A0A7K7PQ44	unreviewed	A0A7K7PQ44_ACRAR	PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein)	Pick1 ACRARU_R09534	Acrocephalus arundinaceus (Great reed-warbler)	227	ACRARU_R09534
A0A7K7PQ47	unreviewed	A0A7K7PQ47_ACRAR	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Cyld_0 ACRARU_R11218	Acrocephalus arundinaceus (Great reed-warbler)	953	ACRARU_R11218
A0A7K7PQ92	unreviewed	A0A7K7PQ92_ACRAR	dual-specificity kinase (EC 2.7.12.1)	Tesk1 ACRARU_R12040	Acrocephalus arundinaceus (Great reed-warbler)	659	ACRARU_R12040
A0A7K7PQ93	unreviewed	A0A7K7PQ93_ACRAR	Squalene synthase (SQS) (SS) (EC 2.5.1.21)	Fdft1 ACRARU_R10509	Acrocephalus arundinaceus (Great reed-warbler)	418	ACRARU_R10509
A0A7K7PQB6	unreviewed	A0A7K7PQB6_ACRAR	Aspartate aminotransferase (EC 2.6.1.1)	Got1 ACRARU_R11878	Acrocephalus arundinaceus (Great reed-warbler)	371	ACRARU_R11878
A0A7K7PQB9	unreviewed	A0A7K7PQB9_ACRAR	Leucine-rich repeat and WD repeat-containing protein 1 (Origin recognition complex-associated protein)	Lrwd1 ACRARU_R00097	Acrocephalus arundinaceus (Great reed-warbler)	654	ACRARU_R00097
A0A7K7PQE4	unreviewed	A0A7K7PQE4_ACRAR	Guanylate cyclase (EC 4.6.1.2)	Npr2_0 ACRARU_R01951	Acrocephalus arundinaceus (Great reed-warbler)	1059	ACRARU_R01951
A0A7K7PQH7	unreviewed	A0A7K7PQH7_ACRAR	Glycine N-methyltransferase (EC 2.1.1.20)	Gnmt ACRARU_R02249	Acrocephalus arundinaceus (Great reed-warbler)	213	ACRARU_R02249
